chr1	17056	17232	2	2	1	0	1	56
chr1	17369	17605	2	2	1	2	1	57
chr1	17743	17914	2	2	1	0	2	40
chr1	18062	18267	2	2	1	2	1	26
chr1	139848	142946	2	2	0	0	1	53
chr1	143012	146385	2	2	1	0	2	62
chr1	146510	155766	2	2	1	0	4	52
chr1	146510	749237	2	2	0	0	5	59
chr1	155832	164262	2	2	1	0	9	51
chr1	164792	165883	2	2	1	0	9	55
chr1	165943	168099	2	2	1	0	9	49
chr1	168166	169048	2	2	1	0	9	60
chr1	172689	173752	2	2	1	0	4	57
chr1	187578	187754	2	2	1	0	1	56
chr1	187891	188129	2	2	1	0	1	57
chr1	188267	188438	2	2	1	0	1	8
chr1	188585	188790	2	2	1	0	1	26
chr1	188903	195262	2	2	1	0	3	37
chr1	494899	494991	2	2	1	0	2	26
chr1	495050	497108	2	2	1	1	1	57
chr1	495477	501555	2	2	0	0	1	26
chr1	497300	498072	2	2	1	1	5	60
chr1	497300	498398	2	2	1	0	1	34
chr1	498306	498398	2	2	1	7	18	60
chr1	498306	736712	2	2	0	0	4	55
chr1	498457	501555	2	2	1	2	2	59
chr1	498457	735422	2	2	0	2	3	57
chr1	498457	738833	2	2	0	5	8	58
chr1	498884	501555	2	2	0	0	1	26
chr1	501621	502186	2	2	1	1	3	57
chr1	501621	502464	2	2	1	1	2	59
chr1	501621	502997	2	2	0	0	1	62
chr1	501621	504979	2	2	0	0	1	62
chr1	502244	502997	2	2	0	0	3	57
chr1	502244	744727	2	2	0	0	4	57
chr1	502662	504979	2	2	1	2	1	25
chr1	505104	514358	2	2	1	6	12	61
chr1	505104	749237	2	2	0	0	10	60
chr1	514424	517155	2	4	1	3	3	61
chr1	514424	517184	2	2	1	1	2	29
chr1	514424	522858	2	2	0	0	6	51
chr1	517267	522858	2	2	1	1	25	58
chr1	631317	631481	2	2	0	0	2	46
chr1	631711	634089	1	1	0	1	0	12
chr1	632012	632112	0	0	0	1	2	60
chr1	632089	634872	2	2	0	0	1	26
chr1	633598	633960	2	4	0	0	1	53
chr1	633940	633965	2	2	0	0	2	39
chr1	634096	634199	2	2	0	1	0	19
chr1	727051	727658	2	4	0	0	1	49
chr1	729805	733306	2	2	1	0	13	60
chr1	729805	736712	2	2	0	0	6	55
chr1	729956	738833	2	2	0	0	2	58
chr1	732208	732980	2	2	1	0	5	60
chr1	732208	736386	2	2	0	0	1	60
chr1	733214	733306	2	2	0	0	2	20
chr1	733214	736712	2	2	0	0	4	55
chr1	733365	735422	2	2	1	0	1	57
chr1	733365	738833	2	2	0	0	7	58
chr1	735614	736386	2	2	0	0	1	60
chr1	736771	738833	2	2	0	0	8	52
chr1	736771	743285	2	2	0	0	1	59
chr1	739025	739802	2	2	0	1	2	60
chr1	740187	743285	2	2	0	0	1	59
chr1	743351	743916	2	2	0	0	1	57
chr1	743351	744194	2	2	1	0	1	59
chr1	743351	744727	2	2	0	0	1	62
chr1	743351	746694	2	2	0	0	1	62
chr1	743974	744727	2	2	0	0	1	18
chr1	744826	746694	2	2	1	1	10	55
chr1	746819	749237	2	2	0	0	10	60
chr1	746819	756076	2	2	1	0	1	57
chr1	756142	758966	2	2	1	0	3	57
chr1	759124	764722	2	2	1	1	25	58
chr1	765248	766328	2	2	1	0	10	55
chr1	766388	768547	2	2	1	0	9	49
chr1	768614	769496	2	2	1	0	5	60
chr1	769713	772975	2	2	1	0	2	54
chr1	944504	944584	0	0	0	3	0	60
chr1	945147	945517	2	2	1	3	0	44
chr1	945654	946172	2	2	1	4	0	53
chr1	946287	946401	2	2	1	2	0	37
chr1	946546	948130	2	2	1	1	0	29
chr1	948233	948489	2	2	1	3	0	44
chr1	948604	951126	2	2	1	4	0	51
chr1	951239	951999	2	2	1	7	0	59
chr1	952140	952411	2	2	1	14	0	61
chr1	952601	953174	2	2	1	19	0	59
chr1	953289	953781	2	2	1	11	0	54
chr1	953893	954003	2	2	1	12	0	58
chr1	954083	955922	2	2	1	12	0	60
chr1	956014	956094	2	2	1	13	0	56
chr1	956216	956893	2	2	1	10	0	58
chr1	957026	957098	2	2	1	2	0	42
chr1	957274	958928	2	2	1	1	0	46
chr1	959082	959214	2	2	1	1	0	32
chr1	964168	964348	1	1	1	2	0	57
chr1	964531	964962	1	1	1	3	0	53
chr1	1014043	1014420	2	2	0	1	0	60
chr1	1041398	1041477	1	1	1	1	0	61
chr1	1082988	1084352	2	2	1	7	0	31
chr1	1084384	1084480	2	2	1	6	0	26
chr1	1084507	1085877	2	2	1	7	0	26
chr1	1086013	1087138	2	2	1	4	0	52
chr1	1087205	1087501	2	2	1	5	0	31
chr1	1087598	1090352	2	2	1	3	0	22
chr1	1090429	1116059	2	2	0	1	0	35
chr1	1217689	1218457	2	2	1	1	0	17
chr1	1218928	1223243	2	2	1	3	0	55
chr1	1223358	1223831	2	2	1	5	0	59
chr1	1255488	1256044	2	2	1	9	1	36
chr1	1256126	1256991	2	2	1	12	0	45
chr1	1257131	1257207	2	2	1	9	0	61
chr1	1257311	1263345	2	2	1	3	0	41
chr1	1263387	1267861	2	2	1	8	0	41
chr1	1267993	1273665	2	2	1	4	0	48
chr1	1294817	1295446	2	2	1	2	0	58
chr1	1295555	1295735	2	2	1	1	0	22
chr1	1295939	1296014	2	2	1	1	0	13
chr1	1296110	1296210	2	2	1	3	0	46
chr1	1296281	1296424	2	2	1	2	0	25
chr1	1296634	1297821	2	2	1	4	0	52
chr1	1297934	1298012	2	2	1	5	0	61
chr1	1298422	1298566	2	2	1	2	0	58
chr1	1299906	1299972	2	2	1	1	0	61
chr1	1300069	1300157	2	2	1	5	0	45
chr1	1300203	1300508	2	2	1	6	0	45
